16
0,0,0,0,0,12,0,0,0,13,2,6,0,15,0,5
0,7,0,0,9,16,13,0,0,0,10,0,0,0,0,0
0,0,13,0,0,14,10,0,0,1,0,8,7,6,0,0
0,0,14,15,0,0,2,0,12,0,0,0,0,11,0,0
13,0,0,8,0,5,0,7,15,0,0,0,11,0,1,0
0,0,6,0,0,0,0,14,13,4,0,7,0,0,2,10
16,5,3,0,2,0,0,0,0,0,12,0,0,0,0,14
11,0,0,0,0,0,15,9,16,5,0,0,4,7,0,13
8,0,0,0,0,0,16,0,0,0,14,1,0,2,12,7
0,0,9,5,0,0,0,0,10,0,4,0,13,0,8,15
0,0,0,0,0,0,0,2,0,6,16,3,0,14,0,0
0,0,1,0,0,0,0,0,2,0,0,0,0,0,11,0
12,13,11,0,0,0,0,10,4,0,6,0,1,16,0,8
7,0,0,10,0,0,1,0,3,0,0,14,2,0,15,0
0,6,2,0,0,0,0,0,5,9,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
