25
0,23,0,0,0,12,5,9,8,13,7,0,0,21,24,4,3,16,0,0,0,19,0,6,15
0,0,4,0,9,14,24,0,22,21,20,23,0,10,0,15,0,13,18,8,0,0,0,12,25
5,20,0,0,0,0,0,10,0,23,15,0,0,0,0,0,0,0,0,7,2,0,1,11,0
0,0,19,11,0,0,1,2,0,0,0,22,5,0,25,17,0,0,0,0,14,9,0,0,20
0,0,21,0,12,0,4,0,20,3,9,19,0,0,6,1,0,11,0,2,8,24,0,7,0
0,0,0,23,0,3,25,0,0,0,0,0,0,17,0,24,11,0,7,0,0,0,0,0,0
11,0,1,17,0,0,0,0,0,0,13,12,0,0,0,0,4,0,14,18,0,0,0,0,8
4,18,0,0,0,23,15,0,17,24,10,0,14,0,0,21,0,1,2,0,0,0,25,0,6
0,0,0,0,0,0,0,8,0,18,0,4,9,24,21,3,20,19,0,15,0,5,0,0,0
21,15,5,9,0,13,6,0,0,0,0,0,0,0,11,25,23,8,0,0,0,0,0,0,0
0,0,0,16,2,20,0,12,24,7,25,0,4,23,0,8,0,9,0,6,0,14,22,0,3
0,3,18,0,23,0,0,1,0,14,5,0,24,0,7,0,0,0,0,0,0,11,21,0,0
25,0,0,0,1,6,23,17,13,0,0,0,0,15,0,12,5,18,20,0,0,0,24,10,7
14,22,0,0,0,21,0,3,4,0,0,18,16,8,0,0,2,0,0,0,0,0,0,0,0
0,21,0,0,0,9,8,0,0,0,6,0,12,0,0,14,1,0,13,11,16,0,0,25,0
0,0,0,8,6,19,20,0,0,0,0,0,0,11,23,7,0,0,0,0,3,12,0,18,0
0,13,16,0,0,5,0,0,0,22,14,21,0,0,0,11,0,0,12,0,7,0,0,23,17
0,0,22,1,0,0,0,0,0,0,4,0,10,0,0,0,6,0,0,17,0,0,20,21,0
17,11,0,5,15,7,16,0,0,0,19,0,0,12,0,13,18,14,1,21,9,8,0,24,0
9,7,2,0,21,0,0,0,0,0,0,17,13,1,3,0,0,0,0,19,0,25,11,0,0
2,0,0,22,0,1,0,23,9,8,0,0,19,0,0,0,21,0,0,0,0,0,0,3,24
0,0,25,14,4,0,19,15,18,11,8,24,0,0,0,0,0,3,0,0,0,7,10,2,0
24,0,23,21,0,2,22,0,0,0,3,15,17,18,10,0,12,0,0,1,19,0,6,0,16
13,12,15,10,0,24,14,4,0,5,0,25,0,22,0,20,0,23,0,0,0,0,8,0,0
8,16,9,18,0,0,0,13,0,10,0,0,0,0,0,22,0,0,0,14,20,15,0,0,0
