25
0,0,0,5,0,0,0,7,16,0,0,0,0,13,0,0,10,24,14,0,0,0,19,0,0
25,2,0,0,0,0,13,0,20,0,23,24,0,0,9,0,12,0,19,0,5,0,16,11,3
10,0,18,23,0,0,9,14,1,6,3,0,19,0,0,0,0,0,0,17,0,4,20,13,24
0,1,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,18,15,9,7,10
0,0,0,11,22,0,23,0,0,8,0,0,7,0,17,0,0,0,0,0,0,0,0,0,12
19,0,0,18,8,0,6,0,0,0,22,0,23,4,0,24,0,0,9,0,15,12,25,0,13
17,22,0,0,7,0,10,4,14,19,0,0,0,0,18,0,0,0,23,6,21,0,0,0,0
0,0,12,13,0,0,0,3,17,15,0,0,11,0,0,20,25,14,18,0,8,0,0,2,0
0,15,0,0,3,0,2,20,12,16,24,0,10,21,0,22,0,7,13,0,1,0,6,0,0
24,0,0,0,0,8,0,0,0,9,0,14,2,0,16,12,0,0,0,0,0,0,0,0,22
0,20,6,0,15,0,25,1,0,23,0,22,17,0,10,0,0,9,0,11,0,8,0,0,0
0,14,1,0,0,0,0,15,0,10,16,0,0,0,5,23,0,4,20,2,0,0,0,21,0
0,0,10,0,0,0,0,0,18,0,0,0,4,0,0,8,19,17,0,0,0,0,0,0,0
0,0,7,16,4,14,0,11,0,0,0,0,9,0,25,0,0,0,0,10,0,0,0,24,0
8,12,22,0,11,0,0,0,24,4,0,7,0,0,0,5,15,21,3,0,0,13,0,0,25
0,0,3,0,0,0,0,0,0,0,17,0,0,15,0,18,22,0,0,5,0,0,24,25,11
22,0,25,21,17,20,0,0,0,0,0,5,0,0,13,0,23,0,0,0,0,16,0,12,7
1,0,2,0,0,0,0,10,0,0,0,0,0,0,0,25,0,8,11,4,0,0,0,0,9
15,0,13,0,0,4,0,0,0,0,0,16,25,20,0,19,24,10,0,0,0,23,0,22,21
18,0,0,0,0,23,0,22,0,0,0,0,8,0,2,15,20,0,0,9,0,0,0,4,0
0,18,16,9,10,17,1,0,23,0,8,0,6,0,0,11,13,0,0,0,0,0,5,0,0
0,3,0,24,0,0,12,0,0,20,0,0,16,14,7,9,0,0,0,23,11,0,18,0,8
0,0,11,0,0,18,24,0,6,0,0,21,0,2,0,0,5,0,0,0,19,9,0,0,0
0,23,15,0,0,0,4,0,2,0,0,0,20,0,12,0,6,1,0,0,7,10,0,3,0
0,0,14,0,0,19,11,0,0,0,0,17,0,23,4,21,16,0,0,0,0,6,13,0,20
