25
0,0,11,0,0,14,0,18,13,0,19,0,22,9,0,6,24,0,0,0,10,0,0,3,0
5,20,8,0,0,0,0,3,0,0,21,25,16,0,23,11,0,0,0,0,0,0,0,0,0
0,0,0,0,14,0,0,0,19,0,0,0,13,0,8,21,7,10,12,0,0,0,0,0,0
0,10,0,0,4,21,12,0,5,15,1,0,0,18,0,14,0,20,0,17,0,0,0,22,11
0,0,0,22,1,0,0,16,8,24,11,0,12,17,0,3,0,0,0,0,0,0,0,25,5
0,0,21,25,23,0,0,0,6,10,0,0,5,0,0,1,0,0,15,0,0,17,0,0,0
0,0,12,4,0,11,0,0,0,0,24,1,0,0,15,0,20,0,0,16,2,0,0,6,14
14,19,17,20,8,0,0,9,1,0,0,21,0,0,0,0,0,12,0,24,0,0,4,0,0
0,0,0,2,0,0,14,0,0,18,16,0,0,0,20,8,0,4,0,9,0,0,0,0,0
0,0,0,0,0,0,19,24,0,22,0,8,0,23,0,0,2,21,0,6,0,0,0,1,0
0,0,3,0,5,12,20,0,0,7,0,0,19,13,0,0,0,0,22,0,0,0,0,4,0
0,24,4,0,0,1,0,0,17,19,20,6,0,0,3,0,0,11,0,23,0,0,0,0,0
16,0,0,7,20,2,0,0,0,11,22,24,0,4,0,0,0,0,25,18,14,8,23,13,21
0,0,0,0,15,0,0,25,0,9,0,0,0,14,11,7,0,0,0,13,0,0,0,0,19
19,25,0,9,0,0,0,0,3,0,23,7,0,0,5,4,0,14,0,0,0,0,2,0,0
13,0,23,18,0,0,5,0,0,21,0,22,0,0,0,24,0,0,0,12,8,0,0,20,0
0,5,25,0,0,0,18,17,0,0,0,0,0,7,4,0,23,0,0,0,15,10,16,0,0
15,0,0,0,0,0,1,6,2,14,0,17,20,8,0,0,22,5,18,0,0,0,0,0,25
0,0,20,0,17,0,9,13,11,0,2,0,0,0,0,0,15,16,0,3,1,0,0,24,0
6,16,2,0,9,0,25,0,22,20,0,19,0,5,0,0,0,7,11,0,21,4,0,0,23
7,0,0,0,6,0,0,22,0,0,4,0,2,21,0,0,0,18,20,19,16,9,10,0,0
0,0,0,0,0,3,0,0,0,0,0,18,8,0,0,0,4,2,6,11,0,0,0,0,0
10,9,0,3,0,0,0,0,12,17,0,0,11,0,0,0,16,0,0,0,0,22,0,18,0
0,8,0,0,0,18,0,10,16,0,15,14,0,25,1,0,13,17,23,0,20,21,0,7,12
0,0,0,0,0,0,0,23,14,0,17,0,9,20,7,0,0,0,0,0,0,19,13,0,0
