16
0,13,0,0,5,0,0,3,0,0,12,0,0,0,0,4
11,14,8,0,0,0,15,6,5,0,1,0,3,0,13,0
0,0,0,2,11,8,0,0,0,14,0,0,6,0,0,15
0,0,9,4,0,0,0,0,0,15,16,0,0,12,8,0
0,0,0,1,0,0,3,0,11,12,0,0,5,13,0,0
0,7,0,0,0,12,16,0,14,0,13,0,10,0,0,0
0,0,14,0,2,0,0,0,0,0,0,3,0,0,0,12
5,11,0,0,0,0,8,0,0,7,15,0,0,0,0,0
15,0,0,0,0,0,13,2,0,0,11,0,9,4,0,0
0,0,0,11,4,0,9,0,0,0,0,2,0,0,0,0
16,0,0,8,0,10,0,0,0,0,0,0,0,15,1,6
0,0,0,13,0,0,0,0,0,1,0,14,8,7,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,14,12,7
0,0,3,7,8,0,0,0,4,0,14,0,0,1,16,0
13,8,0,0,0,16,1,4,0,0,2,15,0,0,0,0
9,0,0,0,0,7,11,0,1,0,0,6,0,2,0,0

