25
7,0,0,0,21,0,13,0,3,0,0,0,0,0,8,19,0,23,12,0,17,0,0,0,4
0,0,22,15,24,0,0,6,0,0,0,21,0,0,0,17,0,0,0,25,0,0,8,0,0
0,0,0,0,13,0,16,20,0,1,17,14,0,0,0,18,0,0,0,15,0,3,11,0,0
9,25,11,0,23,24,0,10,18,14,0,20,0,1,6,0,0,0,0,0,0,15,0,12,0
5,0,0,1,8,0,11,0,0,0,0,18,0,0,19,2,0,0,0,0,23,0,0,20,0
21,0,0,0,19,0,5,3,13,4,2,0,0,0,0,0,0,0,0,0,20,7,10,0,22
0,5,0,0,0,0,0,0,24,20,0,0,0,0,0,13,4,0,9,8,0,0,0,21,0
20,0,0,0,10,25,14,0,0,6,0,19,23,0,5,1,0,15,0,11,0,0,0,0,2
0,1,0,12,0,0,10,0,0,0,22,25,21,0,20,6,3,0,0,0,13,0,17,23,0
16,22,9,0,25,0,0,2,0,8,13,0,0,7,12,0,0,0,19,0,0,11,0,0,3
0,0,25,23,20,9,3,4,0,0,21,0,18,17,0,14,0,1,7,10,0,8,0,11,24
0,16,0,0,17,12,0,14,2,10,4,0,0,0,0,8,0,13,24,0,9,0,0,0,0
2,7,0,0,12,0,18,0,0,5,0,0,24,13,0,0,0,11,0,23,0,17,0,0,21
0,9,15,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,25
18,3,4,0,0,0,7,0,21,25,0,1,8,0,23,0,0,0,6,9,12,14,0,0,20
0,6,0,0,0,0,17,0,0,18,0,23,0,22,0,11,24,19,1,0,7,0,0,14,0
13,23,0,0,15,0,12,0,19,16,25,0,0,20,0,7,0,0,8,0,22,0,0,0,10
24,0,1,0,18,0,8,0,15,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0
0,0,17,20,0,3,0,5,0,0,0,0,0,0,9,0,0,22,4,18,21,1,24,0,6
0,0,0,0,0,0,6,21,7,0,11,13,10,14,0,12,0,2,17,0,4,25,0,16,0
0,0,0,6,22,19,23,0,5,0,0,0,0,0,0,0,0,0,13,0,18,21,7,0,17
0,21,7,0,0,13,0,0,0,0,0,8,5,0,4,15,0,0,2,17,11,0,25,0,0
0,0,13,18,9,0,0,12,17,0,0,0,15,25,14,0,22,16,0,6,10,0,2,0,0
0,0,0,0,0,18,2,0,0,24,0,3,0,12,0,23,0,0,0,0,14,0,0,9,0
0,0,0,0,0,0,0,1,0,9,0,0,7,0,0,10,19,0,25,0,0,24,4,8,16
