16
0,6,0,0,0,0,0,13,0,4,0,2,7,0,0,0
0,9,0,8,0,6,0,0,5,1,0,0,0,4,0,3
0,2,0,0,0,3,0,14,0,15,16,0,0,0,0,13
0,11,4,0,0,0,9,0,0,14,0,0,5,0,8,0
0,0,0,0,0,4,11,0,12,0,0,0,0,0,3,9
11,8,7,0,10,1,15,0,0,9,0,6,0,0,0,2
14,13,15,0,0,0,8,6,2,0,0,11,10,0,0,12
0,0,0,2,0,13,0,0,0,0,1,0,0,0,0,0
0,7,0,4,0,0,3,2,0,6,10,14,0,8,0,0
1,0,0,0,16,0,0,0,13,0,9,0,2,0,0,6
0,0,12,13,0,0,0,0,0,0,0,0,14,0,0,1
0,0,9,0,0,0,5,0,0,0,7,12,0,3,4,0
0,0,0,16,9,10,0,0,0,0,0,0,11,12,0,0
0,1,0,0,0,0,0,0,8,0,0,13,0,7,0,10
0,0,0,0,0,0,0,0,6,0,15,7,16,0,14,0
0,15,0,0,4,11,12,0,0,2,0,0,0,13,0,0
