25
0,0,0,9,20,0,0,0,17,0,12,14,0,19,0,0,0,0,0,16,0,11,15,0,18
7,0,17,19,0,0,0,5,0,6,0,0,25,2,21,8,1,20,24,0,0,0,0,0,4
0,0,6,0,22,0,1,9,2,15,0,24,0,0,0,7,0,18,25,0,0,20,0,0,12
4,11,0,24,0,21,0,0,7,0,13,5,18,15,0,0,2,0,0,12,0,0,0,25,14
0,2,0,0,0,20,25,0,0,16,1,0,0,7,4,11,0,0,23,0,0,22,0,0,0
0,23,0,4,10,24,15,0,0,0,14,16,0,11,0,18,0,0,0,0,0,25,0,22,0
20,14,22,6,0,0,0,0,5,0,2,0,0,9,0,0,0,0,12,0,13,0,0,0,16
17,8,0,0,0,0,9,13,6,0,19,0,4,0,0,2,21,0,1,0,0,0,0,0,0
0,7,9,15,0,17,16,22,0,0,23,0,0,0,0,0,0,13,0,10,0,14,6,0,0
0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,1,10
0,25,0,18,8,0,19,1,0,3,0,0,23,0,0,17,0,0,2,0,0,0,0,0,22
24,3,0,5,0,9,0,10,0,0,21,22,2,0,0,0,0,4,0,11,6,0,19,0,0
0,0,0,11,1,8,24,0,23,0,3,0,16,6,0,0,10,0,0,19,0,12,7,0,2
0,0,0,0,0,6,14,12,0,2,0,0,0,0,0,1,7,3,20,0,0,0,5,0,0
21,19,0,0,0,0,0,18,25,0,7,0,0,5,12,0,0,0,0,0,15,4,0,8,0
0,10,21,0,0,0,0,19,0,0,0,18,1,0,24,0,0,0,0,23,11,15,2,0,0
18,0,13,0,0,14,0,0,0,0,9,19,0,0,22,12,11,1,0,7,0,3,4,0,21
0,0,8,0,5,0,0,0,0,0,0,0,3,0,7,0,16,0,22,0,14,10,0,19,6
11,0,0,0,25,23,12,0,24,0,6,0,15,0,8,0,9,2,0,0,0,18,0,16,17
15,0,16,2,17,0,0,8,0,4,0,10,12,0,0,0,14,0,0,21,0,23,0,0,1
19,0,0,0,0,0,0,23,0,24,15,0,21,0,0,0,0,0,0,2,7,9,0,0,0
25,0,4,0,14,0,0,0,0,7,10,0,0,17,0,22,0,0,0,9,0,8,24,0,0
10,0,12,0,23,0,3,0,0,0,24,0,20,8,0,21,15,16,0,5,0,6,22,0,0
0,20,0,0,7,10,0,0,0,0,22,0,0,0,0,19,6,0,0,1,0,13,0,0,0
0,22,0,0,0,5,11,0,0,0,0,3,0,0,19,4,18,0,0,0,23,0,0,0,0
