16
0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,1
6,0,11,0,0,0,0,0,9,0,1,13,0,15,0,4
10,0,16,14,2,11,1,0,4,0,0,0,0,0,0,13
0,1,0,4,0,0,0,0,0,0,6,0,0,7,11,0
1,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0
0,11,10,12,14,0,0,0,7,0,4,6,0,9,0,0
15,0,0,16,0,0,0,0,10,0,8,1,0,0,5,3
0,0,4,0,1,0,0,6,0,0,0,3,7,10,0,11
0,0,3,0,0,0,0,7,0,9,0,11,12,0,0,10
0,0,7,5,0,14,0,2,13,0,0,0,0,8,0,0
0,0,13,15,11,16,4,3,0,0,2,0,0,0,0,9
0,16,0,8,12,0,0,0,0,0,0,5,11,0,7,0
0,0,0,13,5,0,0,0,0,10,15,16,0,0,6,0
14,0,0,9,0,12,11,0,8,0,0,0,0,4,0,0
0,0,2,0,4,0,0,0,0,11,0,0,13,0,14,0
0,0,0,0,0,10,0,16,2,14,12,0,9,0,0,0
