25
0,0,18,0,0,0,22,0,0,0,0,6,0,9,0,0,12,0,20,3,0,1,0,2,0
22,20,0,21,0,13,0,4,14,8,0,11,0,0,0,0,0,0,0,0,16,0,18,0,17
0,11,3,0,0,0,6,0,20,0,0,0,0,0,0,16,10,5,0,0,0,0,21,0,0
0,9,2,8,0,1,0,0,23,0,0,0,19,20,0,14,25,0,0,0,7,0,0,0,0
6,0,1,0,0,17,16,0,0,0,14,8,3,13,0,19,0,0,0,0,15,0,0,0,0
11,18,12,5,0,15,0,0,16,0,19,2,20,0,0,0,8,0,0,1,0,0,13,0,0
16,0,20,0,0,3,0,0,11,0,0,0,0,0,0,25,2,0,19,18,0,0,0,21,12
0,0,0,0,0,0,19,0,0,1,0,0,0,22,0,0,0,23,0,6,4,0,0,0,0
7,23,0,17,25,0,24,0,2,6,0,0,0,1,8,0,21,0,0,20,5,0,0,22,0
15,0,14,2,0,0,0,21,0,20,0,17,0,18,13,0,24,7,4,5,0,6,0,0,0
0,0,0,0,0,9,8,0,1,0,23,10,0,0,0,0,0,11,0,21,3,24,0,17,22
2,0,6,0,18,21,14,7,0,0,0,0,0,0,0,0,19,0,5,0,10,0,0,0,0
0,7,0,0,0,0,20,24,12,13,25,14,22,0,0,0,0,1,0,0,0,19,15,0,0
5,12,0,14,11,0,0,0,0,19,0,15,4,0,0,2,17,0,0,7,0,21,0,0,0
0,10,19,0,16,6,2,22,0,0,9,0,0,24,12,0,0,0,0,0,0,23,0,0,18
9,0,21,0,10,24,13,17,0,0,0,0,0,3,0,20,0,12,0,0,0,18,2,16,0
0,24,16,13,0,0,0,1,3,22,0,0,0,7,6,0,0,0,11,0,25,0,8,15,19
0,4,0,0,1,0,25,0,0,0,0,24,0,0,5,0,0,0,22,17,0,12,0,7,11
17,0,22,23,2,10,11,14,18,0,0,0,0,19,0,15,0,0,16,0,0,0,6,5,24
25,0,15,0,0,0,0,6,4,0,0,21,2,14,9,0,18,0,3,0,22,0,0,0,13
0,0,0,0,9,18,0,12,0,16,13,0,0,0,0,1,0,19,0,0,0,20,0,4,5
24,1,0,0,15,5,0,11,0,3,0,4,25,0,0,10,0,21,0,8,12,0,0,6,0
0,0,10,0,0,0,0,0,0,7,2,0,0,6,0,0,0,0,0,0,0,0,24,0,0
0,17,0,22,0,19,15,0,8,0,0,16,12,0,1,0,0,20,0,14,0,0,0,0,7
8,0,11,25,0,0,0,20,0,0,0,5,0,0,10,3,9,16,0,0,0,0,0,0,23
