16
0,0,9,16,11,8,0,0,10,2,4,5,14,0,0,12
11,5,14,0,9,10,0,6,0,0,0,0,8,0,15,0
0,6,0,13,0,0,7,0,0,0,0,0,0,0,0,0
0,2,0,0,0,5,0,4,6,11,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,14
8,0,0,9,0,16,0,0,5,0,2,7,0,0,0,0
0,0,0,0,0,15,0,0,0,0,0,4,16,0,8,6
0,16,15,0,0,0,0,0,0,0,12,14,0,0,0,5
0,0,13,0,0,0,15,9,0,0,1,12,0,0,0,0
0,0,5,10,12,2,0,11,0,7,0,13,4,0,0,0
3,0,0,12,0,14,0,0,9,16,15,6,0,0,0,11
0,0,1,0,6,7,13,0,11,0,0,0,0,16,0,0
12,15,0,4,5,0,0,0,0,0,0,0,13,9,14,0
0,0,0,0,0,12,11,0,3,13,0,16,0,0,7,2
0,0,6,0,0,0,0,0,0,8,0,11,0,12,0,15
7,0,0,14,0,1,0,0,0,0,0,0,0,0,0,3
